Index1,Index2,Active Index,Active,From Centre,From Centre Principal Name,From Product,From Product Principal Name,From Scenario,To Centre,To Centre Principal Name,To Product,To Product Principal Name,To Scenario,Weight,ErrorValidation,ErrorValidationCount
I-0060,L-0000,0.00,1.00,MISG0205 - STG CML NSW Property - Bankstown,MISG0205,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0060,L-0001,1.00,1.00,,,,,,092301 - STG EF 1st Party NSW,092301,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0060,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0060,L-0003,1.00,1.00,,,,,,MISG0205 - STG CML NSW Property - Bankstown,MISG0205,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0060,L-0004,1.00,1.00,,,,,,MISG0205 - STG CML NSW Property - Bankstown,MISG0205,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0061,L-0000,0.00,1.00,MISG0639 - SBG CML Property HO,MISG0639,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0061,L-0001,1.00,1.00,,,,,,092518 - STG EF 1st Party HO,092518,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0061,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0061,L-0003,1.00,1.00,,,,,,MISG0639 - SBG CML Property HO,MISG0639,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0061,L-0004,1.00,1.00,,,,,,MISG0639 - SBG CML Property HO,MISG0639,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0062,L-0000,0.00,1.00,MISG0871 - BSA CML Property,MISG0871,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0062,L-0001,1.00,1.00,,,,,,092345 - STG EF 1st Party SANTAS,092345,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0062,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0062,L-0003,1.00,1.00,,,,,,MISG0871 - BSA CML Property,MISG0871,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0062,L-0004,1.00,1.00,,,,,,MISG0871 - BSA CML Property,MISG0871,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0063,L-0000,0.00,1.00,MISG1119 - STG CML NSW Property - Sydney CBD,MISG1119,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0063,L-0001,1.00,1.00,,,,,,092301 - STG EF 1st Party NSW,092301,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0063,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0063,L-0003,1.00,1.00,,,,,,MISG1119 - STG CML NSW Property - Sydney CBD,MISG1119,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0063,L-0004,1.00,1.00,,,,,,MISG1119 - STG CML NSW Property - Sydney CBD,MISG1119,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0064,L-0000,0.00,1.00,MISG1424 - STG CML ACT Property,MISG1424,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0064,L-0001,1.00,1.00,,,,,,092301 - STG EF 1st Party NSW,092301,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0064,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0064,L-0003,1.00,1.00,,,,,,MISG1424 - STG CML ACT Property,MISG1424,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0064,L-0004,1.00,1.00,,,,,,MISG1424 - STG CML ACT Property,MISG1424,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0065,L-0000,0.00,1.00,MISG1559 - BOM CML Property,MISG1559,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0065,L-0001,1.00,1.00,,,,,,092304 - STG EF 1st Party VIC,092304,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0065,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0065,L-0003,1.00,1.00,,,,,,MISG1559 - BOM CML Property,MISG1559,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0065,L-0004,1.00,1.00,,,,,,MISG1559 - BOM CML Property,MISG1559,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0066,L-0000,0.00,1.00,MISG1562 - STG CML WA Property,MISG1562,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0066,L-0001,1.00,1.00,,,,,,092435 - STG EF 1st Party WA,092435,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0066,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0066,L-0003,1.00,1.00,,,,,,MISG1562 - STG CML WA Property,MISG1562,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0066,L-0004,1.00,1.00,,,,,,MISG1562 - STG CML WA Property,MISG1562,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0067,L-0000,0.00,1.00,MISG1571 - STG CML QLD Property,MISG1571,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0067,L-0001,1.00,1.00,,,,,,092302 - STG EF 1st Party QLD,092302,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0067,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0067,L-0003,1.00,1.00,,,,,,MISG1571 - STG CML QLD Property,MISG1571,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0067,L-0004,1.00,1.00,,,,,,MISG1571 - STG CML QLD Property,MISG1571,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0068,L-0000,0.00,1.00,MICB2024 - WBC CML Property HO,MICB2024,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0068,L-0001,1.00,1.00,,,,,,090145 - WEF EF 1st Party HO,090145,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0068,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0068,L-0003,1.00,1.00,,,,,,MICB2024 - WBC CML Property HO,MICB2024,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0068,L-0004,1.00,1.00,,,,,,MICB2024 - WBC CML Property HO,MICB2024,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0069,L-0000,0.00,1.00,MICB2576 - WBC CML VIC Property,MICB2576,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0069,L-0001,1.00,1.00,,,,,,090052 - WEF EF 1st Party VIC,090052,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0069,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0069,L-0003,1.00,1.00,,,,,,MICB2576 - WBC CML VIC Property,MICB2576,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0069,L-0004,1.00,1.00,,,,,,MICB2576 - WBC CML VIC Property,MICB2576,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0070,L-0000,0.00,1.00,MIRB0899 - WBC CML NSW Property,MIRB0899,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0070,L-0001,1.00,1.00,,,,,,076800 - WEF EF 1st Party NSW,076800,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0070,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0070,L-0003,1.00,1.00,,,,,,MIRB0899 - WBC CML NSW Property,MIRB0899,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0070,L-0004,1.00,1.00,,,,,,MIRB0899 - WBC CML NSW Property,MIRB0899,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0071,L-0000,0.00,1.00,MIRB3024 - WBC CML WA Property,MIRB3024,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0071,L-0001,1.00,1.00,,,,,,090132 - WEF EF 1st Party WA,090132,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0071,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0071,L-0003,1.00,1.00,,,,,,MIRB3024 - WBC CML WA Property,MIRB3024,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0071,L-0004,1.00,1.00,,,,,,MIRB3024 - WBC CML WA Property,MIRB3024,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0072,L-0000,0.00,1.00,MIRE2060 - WBC CML QLD Property,MIRE2060,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0072,L-0001,1.00,1.00,,,,,,090051 - WEF EF 1st Party QLD,090051,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0072,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0072,L-0003,1.00,1.00,,,,,,MIRE2060 - WBC CML QLD Property,MIRE2060,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0072,L-0004,1.00,1.00,,,,,,MIRE2060 - WBC CML QLD Property,MIRE2060,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0073,L-0000,0.00,1.00,MICB2934 - Westpac Commercial Banking NSW & ACT,MICB2934,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0073,L-0001,1.00,1.00,,,,,,076800 - WEF EF 1st Party NSW,076800,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0073,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0073,L-0003,1.00,1.00,,,,,,MICB2934 - Westpac Commercial Banking NSW & ACT,MICB2934,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0073,L-0004,1.00,1.00,,,,,,MICB2934 - Westpac Commercial Banking NSW & ACT,MICB2934,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0074,L-0000,0.00,1.00,MIRM4380 - WBC CML QLD (Brand Parent),MIRM4380,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0074,L-0001,1.00,1.00,,,,,,090051 - WEF EF 1st Party QLD,090051,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0074,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0074,L-0003,1.00,1.00,,,,,,MIRM4380 - WBC CML QLD (Brand Parent),MIRM4380,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0074,L-0004,1.00,1.00,,,,,,MIRM4380 - WBC CML QLD (Brand Parent),MIRM4380,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0075,L-0000,0.00,1.00,MISG1110 - STG CML QLD (Brand Parent),MISG1110,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0075,L-0001,1.00,1.00,,,,,,092302 - STG EF 1st Party QLD,092302,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0075,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0075,L-0003,1.00,1.00,,,,,,MISG1110 - STG CML QLD (Brand Parent),MISG1110,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0075,L-0004,1.00,1.00,,,,,,MISG1110 - STG CML QLD (Brand Parent),MISG1110,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0076,L-0000,0.00,1.00,MI188170 - WBC CML VIC (Brand Parent),MI188170,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0076,L-0001,1.00,1.00,,,,,,090052 - WEF EF 1st Party VIC,090052,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0076,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0076,L-0003,1.00,1.00,,,,,,MI188170 - WBC CML VIC (Brand Parent),MI188170,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0076,L-0004,1.00,1.00,,,,,,MI188170 - WBC CML VIC (Brand Parent),MI188170,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0077,L-0000,0.00,1.00,MISG1104 - BOM CML (Brand Parent),MISG1104,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0077,L-0001,1.00,1.00,,,,,,092304 - STG EF 1st Party VIC,092304,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0077,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0077,L-0003,1.00,1.00,,,,,,MISG1104 - BOM CML (Brand Parent),MISG1104,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0077,L-0004,1.00,1.00,,,,,,MISG1104 - BOM CML (Brand Parent),MISG1104,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0078,L-0000,0.00,1.00,MIRM4400 - WBC CML WA (Brand Parent),MIRM4400,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0078,L-0001,1.00,1.00,,,,,,090132 - WEF EF 1st Party WA,090132,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0078,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0078,L-0003,1.00,1.00,,,,,,MIRM4400 - WBC CML WA (Brand Parent),MIRM4400,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0078,L-0004,1.00,1.00,,,,,,MIRM4400 - WBC CML WA (Brand Parent),MIRM4400,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0079,L-0000,0.00,1.00,MISG1106 - STG CML WA (Brand Parent),MISG1106,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0079,L-0001,1.00,1.00,,,,,,092435 - STG EF 1st Party WA,092435,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0079,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0079,L-0003,1.00,1.00,,,,,,MISG1106 - STG CML WA (Brand Parent),MISG1106,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0079,L-0004,1.00,1.00,,,,,,MISG1106 - STG CML WA (Brand Parent),MISG1106,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0080,L-0000,0.00,1.00,MICB2800 - WBC CML SA/NT (Brand Parent),MICB2800,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0080,L-0001,1.00,1.00,,,,,,090130 - WEF EF 1st Party SANTAS,090130,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0080,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0080,L-0003,1.00,1.00,,,,,,MICB2800 - WBC CML SA/NT (Brand Parent),MICB2800,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0080,L-0004,1.00,1.00,,,,,,MICB2800 - WBC CML SA/NT (Brand Parent),MICB2800,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0081,L-0000,0.00,1.00,MISG1097 - BSA CML (Brand Parent),MISG1097,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0081,L-0001,1.00,1.00,,,,,,092345 - STG EF 1st Party SANTAS,092345,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0081,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0081,L-0003,1.00,1.00,,,,,,MISG1097 - BSA CML (Brand Parent),MISG1097,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0081,L-0004,1.00,1.00,,,,,,MISG1097 - BSA CML (Brand Parent),MISG1097,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0082,L-0000,0.00,1.00,MI731160 - WBC CML HO (Brand Parent),MI731160,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0082,L-0001,1.00,1.00,,,,,,090145 - WEF EF 1st Party HO,090145,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0082,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0082,L-0003,1.00,1.00,,,,,,MI731160 - WBC CML HO (Brand Parent),MI731160,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,,0.00
I-0082,L-0004,1.00,1.00,,,,,,MI731160 - WBC CML HO (Brand Parent),MI731160,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,,0.00
I-0083,L-0000,0.00,1.00,MISG1115 -SBG CML HO (Brand Parent),MISG1115,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MISG1115 -SBG CML HO (Brand Parent)"" ValidCode - No Desc",1.00
I-0083,L-0001,1.00,1.00,,,,,,092518 - STG EF 1st Party HO,092518,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0083,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0083,L-0003,1.00,1.00,,,,,,MISG1115 -SBG CML HO (Brand Parent),MISG1115,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MISG1115 -SBG CML HO (Brand Parent)"" ValidCode - No Desc",1.00
I-0083,L-0004,1.00,1.00,,,,,,MISG1115 -SBG CML HO (Brand Parent),MISG1115,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,"To Centre: ""MISG1115 -SBG CML HO (Brand Parent)"" ValidCode - No Desc",1.00
I-0084,L-0000,0.00,1.00,MISG1449 -St George Commercial Banking NSW & ACT,MISG1449,BFEQU - Equipment Finance,BFEQU,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MISG1449 -St George Commercial Banking NSW & ACT"" ValidCode - No Desc",1.00
I-0084,L-0001,1.00,1.00,,,,,,092301 - STG EF 1st Party NSW,092301,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,1.0000,,0.00
I-0084,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,-1.0000,,0.00
I-0084,L-0003,1.00,1.00,,,,,,MISG1449 -St George Commercial Banking NSW & ACT,MISG1449,BFEQU - Equipment Finance,BFEQU,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MISG1449 -St George Commercial Banking NSW & ACT"" ValidCode - No Desc",1.00
I-0084,L-0004,1.00,1.00,,,,,,MISG1449 -St George Commercial Banking NSW & ACT,MISG1449,BFEQU - Equipment Finance,BFEQU,Gross Up Elimination Actual,1.0000,"To Centre: ""MISG1449 -St George Commercial Banking NSW & ACT"" ValidCode - No Desc",1.00
I-0085,L-0000,0.00,1.00,MI187128 - Equipment Finance & Business Introducers,MI187128,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0085,L-0001,1.00,1.00,,,,,,073377 - WEF Third Party ALM adj ctr,073377,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0085,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0085,L-0003,1.00,1.00,,,,,,MI187128 - Equipment Finance & Business Introducers,MI187128,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0085,L-0004,1.00,1.00,,,,,,MI187128 - Equipment Finance & Business Introducers,MI187128,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0086,L-0000,0.00,1.00,MI187208 - SME National Head Office,MI187208,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0086,L-0001,1.00,1.00,,,,,,075693 - WEF RM HO,075693,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0086,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0086,L-0003,1.00,1.00,,,,,,MI187208 - SME National Head Office,MI187208,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0086,L-0004,1.00,1.00,,,,,,MI187208 - SME National Head Office,MI187208,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0087,L-0000,0.00,1.00,MI187209 - RM - Centres to be Closed,MI187209,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,,0.00
I-0087,L-0001,1.00,1.00,,,,,,075695 - WEF RM ALM Adj ctr,075695,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0087,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0087,L-0003,1.00,1.00,,,,,,MI187209 - RM - Centres to be Closed,MI187209,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,,0.00
I-0087,L-0004,1.00,1.00,,,,,,MI187209 - RM - Centres to be Closed,MI187209,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,,0.00
I-0088,L-0000,0.00,1.00,MI187218 -SME NSWACT WBC,MI187218,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MI187218 -SME NSWACT WBC"" ValidCode - No Desc",1.00
I-0088,L-0001,1.00,1.00,,,,,,075650 - WEF RM NSW,075650,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0088,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
I-0088,L-0003,1.00,1.00,,,,,,MI187218 -SME NSWACT WBC,MI187218,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,-1.0000,"To Centre: ""MI187218 -SME NSWACT WBC"" ValidCode - No Desc",1.00
I-0088,L-0004,1.00,1.00,,,,,,MI187218 -SME NSWACT WBC,MI187218,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,1.0000,"To Centre: ""MI187218 -SME NSWACT WBC"" ValidCode - No Desc",1.00
I-0089,L-0000,0.00,1.00,MI187219 -SME VICTAS,MI187219,BFINS - Insurance Funding,BFINS,Reportable Actual ex Gross up,,,,,,0.0000,"From Centre: ""MI187219 -SME VICTAS"" ValidCode - No Desc",1.00
I-0089,L-0001,1.00,1.00,,,,,,075685 - WEF RM VIC,075685,BFINS - Insurance Funding,BFINS,Gross Up Adjustment Actual,1.0000,,0.00
I-0089,L-0002,1.00,1.00,,,,,,112063 - CBB Support Services ALM Adj Ctr,112063,BFINS - Insurance Funding,BFINS,Gross Up Elimination Actual,-1.0000,,0.00
